OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,Shape__Area,Shape__Length
844,3.40076E+11,500,327,65.4,500,62,438,87.6,346,90,26.01156069,Low Income and Minority,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,9997b34b-bfc6-4573-9868-39d7fcb75de3,3699776.607,14498.75729
845,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,349c2bca-4044-40b3-8a71-54268c3f6d99,9885935.764,14003.79383
846,3.40076E+11,0,0,,1074,276,798,74.30167598,0,0,,Minority,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,fa391398-333f-4e7d-8fc3-06c359fd2d05,229257.164,1924.780059
847,3.40076E+11,1795,1119,62.33983287,1807,80,1727,95.57277255,535,0,0,Low Income and Minority,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,d32ef8ff-c86b-4a07-b126-816ffcbb1997,3683398.591,7843.444748
848,3.40076E+11,1443,835,57.86555787,1592,103,1489,93.53015075,682,71,10.41055718,Low Income and Minority,Block Group,3400710000,CAMDEN,Camden City,408,Not a Split Block Group,Not Applicable,0dfe600e-deff-463c-8642-9fbc77c4074a,7953359.355,13483.58589
849,3.40076E+11,173,173,100,173,0,173,100,71,0,0,Low Income and Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,be2b0caa-f742-421d-a4c6-5999aea8ac69,64277363.77,45719.91491
850,3.40076E+11,2813,997,35.44258798,2813,698,2115,75.18663349,789,38,4.81622307,Low Income and Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,93361885-e047-4820-beba-eb88d4058f9c,20171976.57,21851.15118
851,3.40076E+11,2558,578,22.59577795,2558,112,2446,95.62157936,702,0,0,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,bff60620-71fe-40c7-b876-2cfed4b81dbd,3342721.757,9877.203095
852,3.40076E+11,1856,784,42.24137931,1873,82,1791,95.6219968,674,50,7.41839763,Low Income and Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,95d76378-96cf-488f-b1b9-91e9bc82affc,7003741.858,10906.25215
853,3.40076E+11,1125,313,27.82222222,1286,592,694,53.96578538,723,38,5.25587828,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,44d74fca-ad46-442b-ad71-d1b2f72c2e43,6816742.016,11560.55223
854,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,5cab5b13-4990-43f4-b854-780725ea5600,15388004.27,28545.24149
855,3.40076E+11,1134,391,34.47971781,1156,608,548,47.40484429,457,37,8.09628009,Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,65e7cfd7-4ed0-4bf1-951d-c3ddcd001e4b,13783302.64,17706.21968
856,3.40076E+11,1653,694,41.98427102,1653,312,1341,81.12522686,557,23,4.12926391,Low Income and Minority,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,a9d08c4c-dff1-4e23-a1a9-a589b44cf797,14302868.66,18873.86787
857,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400757660,CAMDEN,Pennsauken Township,427,Not a Split Block Group,Not Applicable,944b09fa-ffcd-4541-876e-35bd30ec64de,53680692.31,43211.75895
858,3.40076E+11,1698,792,46.64310954,1698,1189,509,29.97644287,489,57,11.65644172,Low Income,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,b85f007d-35fb-4542-8c19-612e7e208b86,2434303.773,7039.214286
859,3.40076E+11,1834,1079,58.83315158,1834,1576,258,14.06761178,918,0,0,Low Income,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,a977aae4-4511-4770-9b5c-de0ca9901d67,5369564.909,14533.25341
860,3.40076E+11,1588,584,36.77581864,1588,542,1046,65.86901763,595,18,3.02521008,Low Income and Minority,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,83b156af-4bcf-47cc-b45c-93a37c1caa31,2306332.23,7960.353031
861,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400726820,CAMDEN,Gloucester City,414,Not a Split Block Group,Not Applicable,f84f9037-3b7c-4eaf-83ec-fde44a368cd7,17395617.03,25711.44112
862,3.40076E+11,0,0,,0,0,0,,0,0,,Adjacent,Block Group,3400704750,CAMDEN,Bellmawr Borough,404,Not a Split Block Group,Not Applicable,f8a63e1c-4e2e-4813-a1e7-ce325104307e,15332783.58,21413.96506
863,3.40076E+11,1597,111,6.95053225,1597,582,1015,63.55666875,607,28,4.61285008,Minority,Block Group,3400704750,CAMDEN,Bellmawr Borough,404,Not a Split Block Group,Not Applicable,6b9623c5-3f56-4541-8a87-3edaba89fc39,9248291.749,13784.39882
864,3.40076E+11,918,238,25.92592593,918,485,433,47.16775599,392,7,1.78571429,Minority,Block Group,3400732220,CAMDEN,Hi-Nella Borough,419,Not a Split Block Group,Not Applicable,e1eef847-b53d-4148-880f-567058d0d1b2,6203779.872,14772.72389
865,3.40076E+11,0,0,,66,0,66,100,0,0,,Minority,Block Group,3400726760,CAMDEN,Gloucester Township,415,Not a Split Block Group,Not Applicable,6931da07-c4e5-4914-b3ed-37d747415baa,20576530.34,26663.02032
866,3.40076E+11,2114,660,31.22043519,2114,1263,851,40.25543992,644,16,2.48447205,Minority,Block Group,3400758770,CAMDEN,Pine Hill Borough,428,Not a Split Block Group,Not Applicable,85e9d3ad-eeeb-4e5b-93e6-10a43fdfea7f,41614068.93,43659.04837
867,3.40076E+11,101,101,100,733,332,401,54.70668486,0,0,,Low Income and Minority,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,f5e56ff2-48ea-42b0-a533-0a9849add736,33378293.33,29839.80356
868,3.40076E+11,647,266,41.11282844,647,631,16,2.47295209,269,0,0,Low Income,Block Group,3400781740,CAMDEN,Winslow Township,436,Not a Split Block Group,Not Applicable,9621a22f-2404-4ad7-b376-838f17192513,79960544.82,49676.61408
869,3.40076E+11,1154,466,40.3812825,1216,901,315,25.90460526,633,0,0,Low Income,Block Group,3400714260,CAMDEN,Collingswood Borough,412,Not a Split Block Group,Not Applicable,fc4fd707-dd06-48ff-ae3c-e65f2f95b151,5857543.459,15588.72039
870,3.40076E+11,1738,1069,61.50747986,1738,503,1235,71.05868815,1010,75,7.42574257,Low Income and Minority,Block Group,3400714260,CAMDEN,Collingswood Borough,412,Not a Split Block Group,Not Applicable,7cbbb018-c7bf-493e-bb73-f12fc84f1bc3,1765469.297,5747.251045
871,3.40076E+11,477,79,16.56184486,477,209,268,56.18448637,217,0,0,Minority,Block Group,3400728740,CAMDEN,Haddon Township,416,Not a Split Block Group,Not Applicable,5815461a-6df9-44fa-a5fb-48e521090c7d,4245453.625,8455.910252
872,3.4009E+11,1020,485,47.54901961,1020,551,469,45.98039216,432,12,2.77777778,Low Income and Minority,Block Group,3400954360,CAPE MAY,Ocean City,508,Not a Split Block Group,Not Applicable,5abded32-8e42-428b-8409-9ad4f4084c5c,5646954.907,10132.93487
873,3.4009E+11,934,509,54.49678801,934,403,531,56.85224839,438,47,10.73059361,Low Income and Minority,Block Group,3400981890,CAPE MAY,Woodbine Borough,516,Not a Split Block Group,Not Applicable,9168777b-4c4a-4f38-be79-239b5d564a00,80495436.34,49528.35033
874,3.4009E+11,1350,779,57.7037037,1354,704,650,48.00590842,380,20,5.26315789,Low Income and Minority,Block Group,3400981890,CAPE MAY,Woodbine Borough,516,Not a Split Block Group,Not Applicable,fbad40df-0075-47bc-98eb-5953509d8dca,143028781,62148.68982
875,3.4009E+11,1916,765,39.92693111,1916,1793,123,6.41962422,981,0,0,Low Income,Block Group,3400945810,CAPE MAY,Middle Township,506,Not a Split Block Group,Not Applicable,5ddcfe52-9d55-4f02-af99-b13b58a18955,81303642.77,69995.96726
876,3.4009E+11,484,297,61.36363636,484,453,31,6.40495868,218,0,0,Low Income,Block Group,3400953490,CAPE MAY,North Wildwood City,507,Not a Split Block Group,Not Applicable,89be3090-03e8-48a3-86be-a41a2ae8e014,5688814.87,14838.65285
877,3.4009E+11,166,76,45.78313253,166,126,40,24.09638554,115,0,0,Low Income,Block Group,3400953490,CAPE MAY,North Wildwood City,507,Not a Split Block Group,Not Applicable,984b3568-c834-4127-a50e-f109bb54ca6a,7160984.63,20268.23995
878,3.4009E+11,564,155,27.4822695,564,104,460,81.56028369,217,82,37.78801843,Minority,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,293365e0-79f9-4303-af41-fa73729c3943,1772223.833,6573.460749
879,3.4009E+11,414,146,35.26570048,414,342,72,17.39130435,214,0,0,Low Income,Block Group,3400980210,CAPE MAY,West Wildwood Borough,513,Not a Split Block Group,Not Applicable,e91c420b-37c3-41a0-83bf-c7ca4aa39e77,10143947.42,16521.86659
880,3.4009E+11,452,197,43.5840708,452,397,55,12.16814159,245,0,0,Low Income,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,2f54c930-24e5-4297-8e09-6458a2b57557,3142309.382,7847.612813
881,3.4009E+11,1037,672,64.80231437,1050,772,278,26.47619048,362,44,12.15469613,Low Income,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,dc6bc4bb-35ad-4df6-87db-78e4d76f9ffd,3181805.897,9232.089609
882,3.4009E+11,412,277,67.23300971,412,135,277,67.23300971,184,0,0,Low Income and Minority,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,93e794bc-329d-47fb-809e-95283412621e,14017245.96,16426.78287
883,3.4009E+11,375,159,42.4,375,293,82,21.86666667,192,7,3.64583333,Low Income,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,60bd6996-f326-4f7f-8eb5-b36c305f28b1,2186437.27,6555.807361
884,3.4009E+11,234,130,55.55555556,243,109,134,55.14403292,159,0,0,Low Income and Minority,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,2ece7b79-650b-4987-9ad6-e2a62ffeb613,2480908.449,7192.484403
885,3.4009E+11,574,83,14.45993031,574,276,298,51.91637631,203,35,17.24137931,Minority,Block Group,3400981170,CAPE MAY,Wildwood City,514,Not a Split Block Group,Not Applicable,3bb23c22-32af-4fd0-97d3-5d1fb3685245,6256402.005,11268.72889
886,3.4009E+11,661,283,42.81391831,661,661,0,0,334,0,0,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,d5fc552d-c3b7-45c9-ac11-10a7daf87bfb,38458377.07,27252.00482
887,3.4009E+11,1585,614,38.73817035,1585,1392,193,12.17665615,765,51,6.66666667,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,69ce1379-0f67-415c-9a88-e8e7e1474d5e,25932734.65,30467.6743
888,3.4009E+11,1334,739,55.39730135,1334,1093,241,18.06596702,529,0,0,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,1789a082-d3a1-449c-86f8-617c73ebcdfc,79886983.79,52400.1861
889,3.4009E+11,1070,596,55.70093458,1070,933,137,12.80373832,414,0,0,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,6271b933-4ce3-4cb4-96e5-097504a01759,10030486.25,15672.22839
890,3.4009E+11,2214,873,39.43089431,2214,1765,449,20.28003613,969,0,0,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,cd068dd8-8e6b-4f41-b83a-f5f83cd705a1,44948145.05,40488.34141
891,3.4009E+11,463,250,53.99568035,463,419,44,9.50323974,218,0,0,Low Income,Block Group,3400941610,CAPE MAY,Lower Township,505,Not a Split Block Group,Not Applicable,f037f4fb-f60b-4567-9e05-8f7a8110ddf5,6080276.966,10278.18805
892,3.4009E+11,517,239,46.22823985,517,441,76,14.70019342,249,0,0,Low Income,Block Group,3400910270,CAPE MAY,Cape May City,502,Not a Split Block Group,Not Applicable,56de4ecf-1ef1-4d7e-a8f0-95ea9a3ffeea,17064890.65,34147.13839
893,3.4009E+11,236,106,44.91525424,236,233,3,1.27118644,186,8,4.30107527,Low Income,Block Group,3400910270,CAPE MAY,Cape May City,502,Not a Split Block Group,Not Applicable,08a83f42-811e-4961-8b2f-fb960179aef8,17419555.05,22209.03404
894,3.4009E+11,795,310,38.99371069,1242,431,811,65.2979066,246,0,0,Low Income and Minority,Block Group,3400910270,CAPE MAY,Cape May City,502,Not a Split Block Group,Not Applicable,a8ddb2ee-9ebb-4dee-8ac3-968e5323955f,37658571.87,32182.78242
895,3.4009E+11,1706,594,34.81828839,1706,750,956,56.03751465,613,0,0,Minority,Block Group,3400945810,CAPE MAY,Middle Township,506,Not a Split Block Group,Not Applicable,dcab4c64-f71d-42d3-ba36-6a2c63f82d52,175060821.1,81288.94596
896,3.4009E+11,2062,988,47.91464597,2062,1055,1007,48.83608147,1031,46,4.46168768,Low Income and Minority,Block Group,3400945810,CAPE MAY,Middle Township,506,Not a Split Block Group,Not Applicable,8de05717-ce16-4871-8d08-9e349f8e05ee,34015462.27,24900.06154
897,3.4011E+11,0,0,,4513,924,3589,79.52581431,0,0,,Minority,Block Group,3401144580,CUMBERLAND,Maurice River Township,609,Not a Split Block Group,Not Applicable,568c45cd-30cc-4018-9d16-7cdd4bc5f181,46552454.02,30124.52818
898,3.4011E+11,1204,627,52.07641196,1204,846,358,29.73421927,464,0,0,Low Income,Block Group,3401114710,CUMBERLAND,Commercial Township,602,Not a Split Block Group,Not Applicable,27070d50-f717-4c69-8b79-e80cb91c77ac,32201758.75,34804.19298
899,3.4011E+11,1192,495,41.52684564,1192,1038,154,12.91946309,412,14,3.39805825,Low Income,Block Group,3401114710,CUMBERLAND,Commercial Township,602,Not a Split Block Group,Not Applicable,b596a9ee-7d3d-4b70-9919-f6cfec20cd2a,19691159.2,27317.32135
900,3.4011E+11,1652,795,48.12348668,1652,1093,559,33.8377724,535,0,0,Low Income,Block Group,3401114710,CUMBERLAND,Commercial Township,602,Not a Split Block Group,Not Applicable,2fd0776d-61d3-479e-a0f5-28174ff718f3,351945594,135591.4327
901,3.4011E+11,1701,650,38.21281599,1720,137,1583,92.03488372,637,33,5.18053375,Low Income and Minority,Block Group,3401122350,CUMBERLAND,Fairfield Township,605,Not a Split Block Group,Not Applicable,2bb0cd37-c0e4-43e4-9771-025a2b711385,111103275.4,49799.50579
902,3.4011E+11,1463,527,36.02187286,1463,270,1193,81.54477102,466,5,1.07296137,Low Income and Minority,Block Group,3401122350,CUMBERLAND,Fairfield Township,605,Not a Split Block Group,Not Applicable,32685877-986d-4e9a-b456-e8d81d2c9e45,300700762.8,103269.0667
903,3.4011E+11,1307,470,35.96021423,1309,715,594,45.37815126,441,2,0.45351474,Low Income and Minority,Block Group,3401122350,CUMBERLAND,Fairfield Township,605,Not a Split Block Group,Not Applicable,41578f41-8383-4c87-a7c9-b51fffd779af,797978392.1,208186.4048
904,3.4011E+11,0,0,,1097,332,765,69.73564266,0,0,,Minority,Block Group,3401122350,CUMBERLAND,Fairfield Township,605,Not a Split Block Group,Not Applicable,9b1aec43-7bbf-4e30-b39f-6174ebc7cc0f,11770869.58,14456.80338
905,3.4011E+11,910,325,35.71428571,910,647,263,28.9010989,353,3,0.84985836,Low Income,Block Group,3401133120,CUMBERLAND,Hopewell Township,607,Not a Split Block Group,Not Applicable,33365ab5-5c89-4cb6-9b9a-efd852d5b96e,29230915.96,34294.66794
906,3.4011E+11,1437,827,57.55045233,1437,195,1242,86.43006263,504,0,0,Low Income and Minority,Block Group,3401174870,CUMBERLAND,Upper Deerfield Township,613,Not a Split Block Group,Not Applicable,2051abbb-10e3-46e5-9616-ced95c4b5e2d,62710801,38815.75447
907,3.4011E+11,2388,601,25.16750419,2394,1356,1038,43.35839599,851,0,0,Minority,Block Group,3401174870,CUMBERLAND,Upper Deerfield Township,613,Not a Split Block Group,Not Applicable,1e270765-45b7-4509-8309-f74dc7f4ded9,142593631.4,73390.56578
908,3.4011E+11,1495,263,17.59197324,1495,872,623,41.6722408,504,0,0,Minority,Block Group,3401174870,CUMBERLAND,Upper Deerfield Township,613,Not a Split Block Group,Not Applicable,63c8318f-5503-4e84-a942-48db1fb9da6f,169730861.3,65286.56702
909,3.4011E+11,1228,288,23.45276873,1228,688,540,43.97394137,404,0,0,Minority,Block Group,3401116900,CUMBERLAND,Deerfield Township,603,Not a Split Block Group,Not Applicable,8ee84fb9-f45f-4e49-9b41-49e9da1aca21,159466601.8,72268.29491
910,3.4011E+11,1141,923,80.89395267,1167,76,1091,93.48757498,362,92,25.41436464,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,5726370d-e8ef-4afe-9e54-9f073240f13f,6291396.673,15192.82337
911,3.4011E+11,1145,852,74.41048035,1441,164,1277,88.61901457,463,117,25.2699784,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,4009cf04-b86b-43aa-8094-83b05ba91062,4140368.834,11348.1138
912,3.4011E+11,1515,1203,79.40594059,1748,148,1600,91.53318078,334,49,14.67065868,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,3ed0fb65-6919-4c46-b107-40b22b11d303,2712765.211,7724.295036
913,3.4011E+11,1271,1166,91.73878836,1271,131,1140,89.693155,274,51,18.61313869,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,e56e63d6-299c-4d75-8732-2318030b9535,5973469.592,14539.36386
914,3.4011E+11,1034,674,65.18375242,1124,42,1082,96.2633452,257,131,50.97276265,"Low Income, Minority, and Limited English",Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,aaa55337-0280-4f5e-b087-5954fd5b3353,2610040.97,8353.72135
915,3.4011E+11,1829,1268,69.32750137,1829,108,1721,94.09513395,388,193,49.74226804,"Low Income, Minority, and Limited English",Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,37954e99-5b9f-4ef0-9a9d-f2130dbe1ba2,2249800.61,6700.48695
916,3.4011E+11,2254,1424,63.17657498,2254,248,2006,88.99733807,579,214,36.96027634,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,4da26f1a-51b1-48b4-846d-46bee0047e3c,7120443.159,12486.94043
917,3.4011E+11,1063,431,40.54562559,1063,395,668,62.84101599,509,17,3.33988212,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,cc83e335-aa24-4fa5-9b3a-ac2547fca992,19908152.74,19948.3054
918,3.4011E+11,1900,1001,52.68421053,1900,374,1526,80.31578947,581,41,7.05679862,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,3135dbe4-50e3-4ef3-b4e9-b9f1cc82e437,19836032.12,19570.06497
919,3.4011E+11,0,0,,3827,830,2997,78.31199373,0,0,,Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,b57f9cf5-81c9-4769-873b-50258a3b5a7b,3807979.444,7544.137517
920,3.4011E+11,1676,936,55.84725537,1676,33,1643,98.03102625,484,77,15.90909091,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,c5274aa9-d5d5-47e8-a703-bd237f63c05e,23009569.65,26152.9189
921,3.4011E+11,2895,2293,79.20552677,3291,100,3191,96.96140991,805,52,6.45962733,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,b92ef391-8c3a-4bd8-b170-9bf5973e992e,27767413.59,23027.12424
922,3.4011E+11,1717,710,41.35119394,1733,260,1473,84.99711483,586,0,0,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,d0937e40-69d9-4fb5-aab7-b2f40057a4b9,15217876.04,21682.74904
923,3.4011E+11,1723,878,50.95763204,1725,191,1534,88.92753623,432,10,2.31481481,Low Income and Minority,Block Group,3401107600,CUMBERLAND,Bridgeton City,601,Not a Split Block Group,Not Applicable,dba5115e-46ca-4ba9-a9e1-e6d02f08f2b2,13246844.67,16458.18841
924,3.4011E+11,849,608,71.61366313,849,267,582,68.55123675,572,26,4.54545455,Low Income and Minority,Block Group,3401146680,CUMBERLAND,Millville City,610,Not a Split Block Group,Not Applicable,0ee991e5-b096-4a26-bda5-d2465278cc50,5647295.717,19654.74066
925,3.4011E+11,890,297,33.37078652,890,124,766,86.06741573,224,12,5.35714286,Minority,Block Group,3401146680,CUMBERLAND,Millville City,610,Not a Split Block Group,Not Applicable,a9f92dc6-efd4-4f94-a942-55d093f7ccca,2704197.346,7072.823907
926,3.4011E+11,392,238,60.71428571,392,213,179,45.66326531,204,0,0,Low Income and Minority,Block Group,3401146680,CUMBERLAND,Millville City,610,Not a Split Block Group,Not Applicable,6aee3fe4-4ec9-49e2-9371-6bb2ce99d7b8,3386396.531,7648.814742
927,3.4011E+11,947,251,26.50475185,947,290,657,69.37697994,340,0,0,Minority,Block Group,3401146680,CUMBERLAND,Millville City,610,Not a Split Block Group,Not Applicable,2c1ee704-4828-46f6-b105-2cc121d57b60,3383495.2,7458.741222
